date,doses,cost
2/1/2016,12388,2.89
2/2/2016,9576,2.65
2/3/2016,9780,2.98
2/4/2016,10459,2.98
2/5/2016,11419,2.83
2/6/2016,9951,2.76
2/7/2016,10964,2.64
2/8/2016,11226,2.67
2/9/2016,11097,2.9
2/10/2016,11215,2.96
2/11/2016,12635,2.52
2/12/2016,10739,2.97
2/13/2016,9849,2.94
2/14/2016,11093,2.44
2/15/2016,10336,2.86
2/16/2016,10340,2.92
2/17/2016,9260,2.8
2/18/2016,9621,2.55
2/19/2016,9269,2.95
2/20/2016,11647,2.97
2/21/2016,10711,2.63
2/22/2016,12205,2.45
2/23/2016,10588,2.51
2/24/2016,11239,2.98
2/25/2016,12696,2.7
2/26/2016,11394,2.52
2/27/2016,11822,2.93
2/28/2016,9860,2.98
2/29/2016,11812,2.98
3/1/2016,10436,2.9
3/2/2016,11572,2.1
3/3/2016,12000,2.39
3/4/2016,12812,2.96
3/5/2016,10071,2.97
3/6/2016,12195,2.35
3/7/2016,11012,2.84
3/8/2016,10297,2.77
3/9/2016,8961,2.93
3/10/2016,11012,2.97
3/11/2016,10000,2.62
3/12/2016,9002,2.96
3/13/2016,10161,2.68
3/14/2016,11281,2.17
3/15/2016,9620,2.99
3/16/2016,10876,2.97
3/17/2016,10904,2.4
3/18/2016,11346,2.62
3/19/2016,10294,2.54
3/20/2016,12296,2.98
3/21/2016,12083,2.99
3/22/2016,11753,2.34
3/23/2016,12251,2.98
3/24/2016,12223,2.2
3/25/2016,10416,2.38
3/26/2016,10348,2.98
3/27/2016,11543,2.43
3/28/2016,11033,2.76
3/29/2016,12376,2.68
3/30/2016,10968,2.74
3/31/2016,12153,2.49
4/1/2016,12141,2.87
4/2/2016,9300,2.16
4/3/2016,10925,2.39
4/4/2016,10268,2.93
4/5/2016,11008,2.72
4/6/2016,10095,2.96
4/7/2016,11899,2.96
4/8/2016,10108,2.98
4/9/2016,11235,2.82
4/10/2016,12536,2.9
4/11/2016,11776,2.98
4/12/2016,9732,2.75
4/13/2016,11462,2.92
4/14/2016,11930,2.76
4/15/2016,10557,2.89
4/16/2016,11205,2.84
4/17/2016,10549,2.98
4/18/2016,10843,2.98
4/19/2016,9737,2.98
4/20/2016,9210,2.57
4/21/2016,10686,2.98
4/22/2016,11756,2.59
4/23/2016,10549,2.95
4/24/2016,10581,2.92
4/25/2016,10815,2.5
4/26/2016,9375,2.98
4/27/2016,10000,2.9
4/28/2016,10422,2.85
4/29/2016,11288,2.7
4/30/2016,9590,2.46
5/1/2016,11101,2.98
5/2/2016,9859,2.93
5/3/2016,10343,2.95
5/4/2016,11123,2.92
5/5/2016,10782,2.62
5/6/2016,9696,2.99
5/7/2016,10341,2.97
5/8/2016,11740,2.69
5/9/2016,11322,2.92
5/10/2016,9803,2.99
5/11/2016,11970,2.88
5/12/2016,10717,2.97
5/13/2016,11351,2.26
5/14/2016,13155,2.97
5/15/2016,10359,2.98
5/16/2016,11579,2.98
5/17/2016,11777,2.69
5/18/2016,11363,2.69
5/19/2016,10926,2.41
5/20/2016,10787,2.72
5/21/2016,10206,2.42
5/22/2016,9457,2.98
5/23/2016,11698,2.97
5/24/2016,10830,2.6
5/25/2016,12701,2.94
5/26/2016,12115,2.65
5/27/2016,11089,2.58
5/28/2016,14299,2.97
5/29/2016,11497,2.97
5/30/2016,10669,2.95
5/31/2016,11416,2.98
6/1/2016,9730,2.94
6/2/2016,12078,2.34
6/3/2016,10576,2.69
6/4/2016,10968,2.3
6/5/2016,10673,2.96
6/6/2016,10416,2.69
6/7/2016,9066,2.71
6/8/2016,10205,2.44
6/9/2016,10837,2.07
6/10/2016,11935,2.69
6/11/2016,10730,2.9
6/12/2016,11826,2.97
6/13/2016,12177,2.99
6/14/2016,10321,2.81
6/15/2016,10144,2.49
6/16/2016,11902,2.91
6/17/2016,12299,2.45
6/18/2016,8898,2.96
6/19/2016,10599,2.93
6/20/2016,8702,2.9
6/21/2016,11294,2.56
6/22/2016,9808,2.15
6/23/2016,9137,2.88
6/24/2016,8711,2.74
6/25/2016,10071,2.52
6/26/2016,11171,2.95
6/27/2016,11383,2.87
6/28/2016,10975,2.71
6/29/2016,12760,2.77
6/30/2016,9748,2.95
7/1/2016,10295,2.96
7/2/2016,9521,2.67
7/3/2016,10626,2.06
7/4/2016,10342,2.88
7/5/2016,11763,2.93
7/6/2016,9113,2.57
7/7/2016,11262,2.43
7/8/2016,11754,2.93
7/9/2016,12681,2.78
7/10/2016,11163,2.97
7/11/2016,11094,2.41
7/12/2016,12726,2.13
7/13/2016,10827,2.93
7/14/2016,9868,2.15
7/15/2016,9875,2.98
7/16/2016,10651,2.61
7/17/2016,10901,2.83
7/18/2016,10526,2.49
7/19/2016,10097,2.97
7/20/2016,10403,2.7
7/21/2016,11268,2.97
7/22/2016,12754,2.95
7/23/2016,10200,2.95
7/24/2016,10401,2.68
7/25/2016,11770,2.92
7/26/2016,10213,2.97
7/27/2016,11509,2.54
7/28/2016,12531,2.95
7/29/2016,11035,2.37
7/30/2016,11171,2.91
7/31/2016,12101,2.99
8/1/2016,10276,2.93
8/2/2016,10213,2.84
8/3/2016,9467,2.55
8/4/2016,10020,2.54
8/5/2016,12248,2.64
8/6/2016,10001,2.61
8/7/2016,10529,2.99
8/8/2016,8960,2.64
8/9/2016,9559,2.78
8/10/2016,10524,2.99
8/11/2016,10609,2.95
8/12/2016,10733,2.95
8/13/2016,11536,2.35
8/14/2016,10995,2.84
8/15/2016,11199,2.86
8/16/2016,11936,2.98
8/17/2016,10376,2.94
8/18/2016,10461,2.97
8/19/2016,10369,2.97
8/20/2016,11304,2.21
8/21/2016,10706,2.98
8/22/2016,11350,2.23
8/23/2016,9985,2.79
8/24/2016,12244,2.46
8/25/2016,9616,2.98
8/26/2016,10066,2.94
8/27/2016,12688,2.77
8/28/2016,9992,2.97
8/29/2016,10284,2.94
8/30/2016,11591,2.69
8/31/2016,10493,2.98
9/1/2016,12563,2.58
9/2/2016,9754,2.18
9/3/2016,11240,2.98
9/4/2016,10043,2.9
9/5/2016,12625,2.65
9/6/2016,13148,2.51
9/7/2016,11567,2.99
9/8/2016,12858,2.96
9/9/2016,12024,2.98
9/10/2016,10815,2.94
9/11/2016,11574,2.81
9/12/2016,11235,2.84
9/13/2016,10468,2.15
9/14/2016,11294,2.13
9/15/2016,12081,2.96
9/16/2016,13232,2.99
9/17/2016,10355,2.9
9/18/2016,10840,2.63
9/19/2016,10534,2.86
9/20/2016,9231,2.97
9/21/2016,11589,2.5
9/22/2016,9920,2.51
9/23/2016,10878,2.89
9/24/2016,11485,2.38
9/25/2016,11490,2.99
9/26/2016,10928,2.94
9/27/2016,10771,2.96
9/28/2016,9189,2.98
9/29/2016,9807,2.68
9/30/2016,10227,2.98
10/1/2016,9422,2.98
10/2/2016,9681,2.98
10/3/2016,9460,2.93
10/4/2016,12366,2.96
10/5/2016,9954,2.98
10/6/2016,12211,2.28
10/7/2016,11821,2.9
10/8/2016,11060,2.94
10/9/2016,9161,2.79
10/10/2016,10683,2.51
10/11/2016,12884,2.98
10/12/2016,10095,2.79
10/13/2016,8527,2.95
10/14/2016,9773,2.95
10/15/2016,10318,2.44
10/16/2016,11134,2.55
10/17/2016,9961,2.32
10/18/2016,12701,2.96
10/19/2016,11367,2.65
10/20/2016,11262,2.99
10/21/2016,10123,2.98
10/22/2016,11446,2.66
10/23/2016,12303,2.54
10/24/2016,10239,2.34
10/25/2016,10156,2.49
10/26/2016,12409,2.95
10/27/2016,11633,2.89
10/28/2016,11112,2.29
10/29/2016,12659,2.99
10/30/2016,11902,2.75
10/31/2016,10047,2.92
11/1/2016,11186,2.12
11/2/2016,10237,2.98
11/3/2016,10192,2.95
11/4/2016,11111,2.84
11/5/2016,9115,2.22
11/6/2016,11918,2.99
11/7/2016,12437,2.93
11/8/2016,12508,2.9
11/9/2016,10691,2.18
11/10/2016,9493,2.97
11/11/2016,12340,2.59
11/12/2016,10577,2.22
11/13/2016,11645,2.62
11/14/2016,11266,2.99
11/15/2016,12347,2.07
11/16/2016,11498,2.67
11/17/2016,11939,2.95
11/18/2016,10421,2.65
11/19/2016,12118,2.91
11/20/2016,10123,2.99
11/21/2016,12000,2.24
11/22/2016,12147,2.76
11/23/2016,11039,2.87
11/24/2016,10524,2.72
11/25/2016,11779,2.99
11/26/2016,11631,2.98
11/27/2016,10962,2.46
11/28/2016,10570,2.84
11/29/2016,9625,2.96
11/30/2016,12064,2.94
12/1/2016,12153,2.97
12/2/2016,11601,2.97
12/3/2016,10398,2.97
12/4/2016,11300,2.66
12/5/2016,12162,2.95
12/6/2016,10084,2.06
12/7/2016,11991,2.48
12/8/2016,10717,2.33
12/9/2016,9596,2.02
12/10/2016,10914,2.92
12/11/2016,10081,2.97
12/12/2016,12615,2.73
12/13/2016,10393,2.73
12/14/2016,10909,2.6
12/15/2016,8990,2.94
12/16/2016,11298,2.95
12/17/2016,10272,2.15
12/18/2016,11805,2.97
12/19/2016,10775,2.96
12/20/2016,11838,2.59
12/21/2016,12383,2.08
12/22/2016,10316,2.05
12/23/2016,10276,2.99
12/24/2016,12012,2.99
12/25/2016,11697,2.4
12/26/2016,11227,2.92
12/27/2016,10559,2.45
12/28/2016,10852,2.3
12/29/2016,9720,2.79
12/30/2016,9367,2.98
12/31/2016,10429,2.25
1/1/2017,10593,2.21
1/2/2017,11492,2.75
1/3/2017,10548,2.97
1/4/2017,11352,2.98
1/5/2017,13954,2.54
1/6/2017,9250,2.96
1/7/2017,11207,2.78
1/8/2017,11622,2.55
1/9/2017,10050,2.97
1/10/2017,10380,2.98
1/11/2017,10849,2.68
1/12/2017,10886,2.96
1/13/2017,10764,2.72
1/14/2017,11672,2.98
1/15/2017,11243,2.51
1/16/2017,10745,2.47
1/17/2017,8636,2.19
1/18/2017,10454,2.92
1/19/2017,11823,2.98
1/20/2017,11535,2.41
1/21/2017,11554,2.17
1/22/2017,11543,2.95
1/23/2017,11845,2.89
1/24/2017,11647,2.71
1/25/2017,12440,2.61
1/26/2017,11042,2.14
1/27/2017,12040,2.95
1/28/2017,11525,2.28
1/29/2017,11726,2.95
1/30/2017,11560,2.42
1/31/2017,10603,2.92
2/1/2017,8978,2.12
2/2/2017,9789,2.98
2/3/2017,11499,2.97
2/4/2017,11645,2.53
2/5/2017,10489,2.72
2/6/2017,11008,2.65
2/7/2017,11092,2.91
2/8/2017,11066,2.55
2/9/2017,11241,2.86
2/10/2017,9984,2.2
2/11/2017,9368,2.95
2/12/2017,8401,2.91
2/13/2017,11367,2.82
2/14/2017,10482,2.99
2/15/2017,9520,2.09
2/16/2017,12531,2.7
2/17/2017,11486,2.67
2/18/2017,11049,2.98
2/19/2017,10909,2.49
2/20/2017,9589,2.9
2/21/2017,8417,2.95
2/22/2017,10747,2.79
2/23/2017,9218,2.84
2/24/2017,10891,2.97
2/25/2017,10900,2.81
2/26/2017,13061,2.96
2/27/2017,10785,2.97
2/28/2017,10046,2.52
3/1/2017,10616,2.83
3/2/2017,11206,2.33
3/3/2017,9292,2.98
3/4/2017,11482,2.53
3/5/2017,11050,2.11
3/6/2017,11750,2.56
3/7/2017,8038,2.98
3/8/2017,10990,2.96
3/9/2017,10539,2.97
3/10/2017,11813,2.94
3/11/2017,11326,2.77
3/12/2017,10564,2.09
3/13/2017,10796,2.98
3/14/2017,9983,2.24
3/15/2017,10390,2.99
3/16/2017,9550,2.55
3/17/2017,9578,2.43
3/18/2017,12486,2.07
3/19/2017,10579,2.98
3/20/2017,11163,2.56
3/21/2017,10816,2.37
3/22/2017,12049,2.9
3/23/2017,8964,2.98
3/24/2017,10833,2.96
3/25/2017,9784,2.97
3/26/2017,11119,2.75
3/27/2017,10699,2.6
3/28/2017,11950,2.94
3/29/2017,10815,2.5
3/30/2017,11950,2.87
3/31/2017,8509,2.98
4/1/2017,10813,2.09
4/2/2017,10979,2.63
4/3/2017,11022,2.94
4/4/2017,10176,2.71
4/5/2017,10755,2.36
4/6/2017,13014,2.29
4/7/2017,10024,2.51
4/8/2017,8655,2.06
4/9/2017,12239,2.97
4/10/2017,12127,2.96
4/11/2017,11237,2.55
4/12/2017,9076,2.96
4/13/2017,10734,2.98
4/14/2017,10195,2.74
4/15/2017,11928,2.87
4/16/2017,11613,2.41
4/17/2017,10649,2.76
4/18/2017,10243,2.81
4/19/2017,10726,2.97
4/20/2017,13177,2.98
4/21/2017,9629,2.18
4/22/2017,10492,2.48
4/23/2017,11512,2.08
4/24/2017,10990,2.91
4/25/2017,11069,2.02
4/26/2017,11532,2.78
4/27/2017,12333,2.71
4/28/2017,10176,2.83
4/29/2017,10631,2.97
4/30/2017,12029,2.77
5/1/2017,11290,2.89
5/2/2017,11207,2.98
5/3/2017,12709,2.81
5/4/2017,9222,2.63
5/5/2017,10622,2.82
5/6/2017,10310,2.97
5/7/2017,9356,2.65
5/8/2017,11704,2.98
5/9/2017,12340,2.97
5/10/2017,12152,2.98
5/11/2017,9850,2.58
5/12/2017,12874,2.91
5/13/2017,10882,2.82
5/14/2017,11320,2.95
5/15/2017,11295,2.96
5/16/2017,9020,2.92
5/17/2017,8742,2.78
5/18/2017,14079,2.76
5/19/2017,11918,2.94
5/20/2017,10514,2.96
5/21/2017,9265,2.79
5/22/2017,11195,2.98
5/23/2017,12706,2.92
5/24/2017,11444,2.98
5/25/2017,11507,2.75
5/26/2017,11513,2.98
5/27/2017,11654,2.95
5/28/2017,10350,2.14
5/29/2017,10411,2.9
5/30/2017,11676,2.95
5/31/2017,11012,2.88
6/1/2017,10515,2.51
6/2/2017,11029,2.95
6/3/2017,11294,2.96
6/4/2017,12304,2.5
6/5/2017,11555,2.99
6/6/2017,11112,2.57
6/7/2017,10995,2.99
6/8/2017,10521,2.98
6/9/2017,9529,2.71
6/10/2017,9640,2.98
6/11/2017,10372,2.85
6/12/2017,10780,2.59
6/13/2017,12078,2.97
6/14/2017,8787,2.85
6/15/2017,9844,2.64
6/16/2017,11581,2.98
6/17/2017,11841,2.58
6/18/2017,12146,2.89
6/19/2017,9824,2.16
6/20/2017,10829,2.65
6/21/2017,10282,2.95
6/22/2017,10070,2.94
6/23/2017,10795,2.35
6/24/2017,11021,2.9
6/25/2017,11159,2.9
6/26/2017,10173,2.98
6/27/2017,13192,2.83
6/28/2017,10967,2.96
6/29/2017,10813,2.25
6/30/2017,11584,2.67
7/1/2017,12138,2.92
7/2/2017,10381,2.96
7/3/2017,13483,2.69
7/4/2017,11056,2.99
7/5/2017,10339,2.37
7/6/2017,10374,2.98
7/7/2017,12095,2.96
7/8/2017,11399,2.89
7/9/2017,10316,2.39
7/10/2017,12071,2.48
7/11/2017,10884,2.76
7/12/2017,10431,2.96
7/13/2017,12329,2.98
7/14/2017,10383,2.66
7/15/2017,12309,2.67
7/16/2017,10786,2.74
7/17/2017,10777,2.86
7/18/2017,11693,2.43
7/19/2017,13459,2.79
7/20/2017,11243,2.88
7/21/2017,10712,2.77
7/22/2017,9395,2.42
7/23/2017,10453,2.97
7/24/2017,11199,2.9
7/25/2017,11234,2.87
7/26/2017,11640,2.03
7/27/2017,10452,2.48
7/28/2017,10537,2.86
7/29/2017,11669,2.99
7/30/2017,11038,2.98
7/31/2017,11186,2.96
8/1/2017,11194,2.78
8/2/2017,10630,2.53
8/3/2017,12560,2.9
8/4/2017,11924,2.96
8/5/2017,11826,2.75
8/6/2017,10520,2.76
8/7/2017,10959,2.91
8/8/2017,10138,2.97
8/9/2017,12075,2.26
8/10/2017,11477,2.57
8/11/2017,11468,2.89
8/12/2017,9847,2.57
8/13/2017,11567,2.89
8/14/2017,9910,2.99
8/15/2017,13138,2.45
8/16/2017,10765,2.98
8/17/2017,9827,2.62
8/18/2017,9073,2.64
8/19/2017,12384,2.29
8/20/2017,11265,2.49
8/21/2017,12179,2.49
8/22/2017,10841,2.19
8/23/2017,10847,2.04
8/24/2017,10326,2.28
8/25/2017,12365,2.98
8/26/2017,8958,2.55
8/27/2017,9832,2.3
8/28/2017,11807,2.45
8/29/2017,10801,2.81
8/30/2017,11101,2.49
8/31/2017,11078,2.95
9/1/2017,8911,2.97
9/2/2017,11169,2.93
9/3/2017,11671,2.94
9/4/2017,10374,2.7
9/5/2017,11059,2.83
9/6/2017,9760,2.55
9/7/2017,11819,2.97
9/8/2017,10418,2.95
9/9/2017,11862,2.53
9/10/2017,12072,2.93
9/11/2017,10323,2.99
9/12/2017,10006,2.62
9/13/2017,10190,2.95
9/14/2017,12783,2.49
9/15/2017,8617,2.66
9/16/2017,9366,2.91
9/17/2017,10657,2.96
9/18/2017,10950,2.92
9/19/2017,10059,2.98
9/20/2017,9912,2.75
9/21/2017,11134,2.35
9/22/2017,11457,2.99
9/23/2017,11830,2.76
9/24/2017,10836,2.75
9/25/2017,11898,2.5
9/26/2017,11050,2.93
9/27/2017,10960,2.57
9/28/2017,10225,2.85
9/29/2017,10539,2.99
9/30/2017,11830,2.99
10/1/2017,10313,2.28
10/2/2017,10564,2.28
10/3/2017,9492,2.57
10/4/2017,11246,2.97
10/5/2017,9666,2.99
10/6/2017,13731,2.7
10/7/2017,11895,2.95
10/8/2017,11837,2.97
10/9/2017,11639,2.97
10/10/2017,11575,2.34
10/11/2017,11560,2.66
10/12/2017,12005,2.61
10/13/2017,10098,2.49
10/14/2017,12555,2.98
10/15/2017,9301,2.91
10/16/2017,11319,2.98
10/17/2017,11895,2.36
10/18/2017,11012,2.98
10/19/2017,11630,2.45
10/20/2017,11130,2.95
10/21/2017,9619,2.29
10/22/2017,9804,2.56
10/23/2017,11479,2.52
10/24/2017,11032,2.82
10/25/2017,10245,2.06
10/26/2017,10360,2.95
10/27/2017,10342,2.42
10/28/2017,13347,2.84
10/29/2017,11712,2.08
10/30/2017,10286,2.97
10/31/2017,11979,2.98
11/1/2017,11997,2.91
11/2/2017,12733,2.94
11/3/2017,11795,2.05
11/4/2017,10556,2.98
11/5/2017,10777,2.96
11/6/2017,10809,2.57
11/7/2017,11908,2.95
11/8/2017,12270,2.93
11/9/2017,10762,2.43
11/10/2017,9217,2.98
11/11/2017,10896,2.92
11/12/2017,9115,2.4
11/13/2017,12389,2.97
11/14/2017,12831,2.42
11/15/2017,11095,2.88
11/16/2017,10808,2.97
11/17/2017,10052,2.7
11/18/2017,11645,2.98
11/19/2017,11911,2.59
11/20/2017,11442,2.97
11/21/2017,11319,2.43
11/22/2017,10100,2.96
11/23/2017,10027,2.89
11/24/2017,12131,2.97
11/25/2017,11452,2.6
11/26/2017,9640,2.44
11/27/2017,10254,2.78
11/28/2017,11067,2.94
11/29/2017,9940,2.45
11/30/2017,12070,2.99
12/1/2017,10393,2.76
12/2/2017,9704,2.14
12/3/2017,10597,2.87
12/4/2017,10751,2.98
12/5/2017,11490,2.44
12/6/2017,11684,2.96
12/7/2017,11133,2.94
12/8/2017,11431,2.92
12/9/2017,11224,2.89
12/10/2017,11590,2.94
12/11/2017,11272,2.99
12/12/2017,10988,2.98
12/13/2017,10064,2.31
12/14/2017,10136,2.98
12/15/2017,10227,2.97
12/16/2017,12356,2.06
12/17/2017,10940,2.3
12/18/2017,10960,2.87
12/19/2017,11806,2.86
12/20/2017,11717,2.58
12/21/2017,10354,2.81
12/22/2017,11281,2.85
12/23/2017,11105,2.82
12/24/2017,11228,2.96
12/25/2017,11323,2.97
12/26/2017,8973,2.47
12/27/2017,12811,2.89
12/28/2017,9371,2.98
12/29/2017,11805,2.8
12/30/2017,12405,2.55
12/31/2017,12275,2.18
1/1/2018,11969,2.94
1/2/2018,10171,2.07
1/3/2018,11356,2.83
1/4/2018,11356,2.99
1/5/2018,11077,2.13
1/6/2018,11514,2.51
1/7/2018,8341,2.44
1/8/2018,13978,2.44
1/9/2018,11369,2.74
1/10/2018,12130,2.57
1/11/2018,12720,2.97
1/12/2018,11939,2.73
1/13/2018,11749,2.95
1/14/2018,10297,2.36
1/15/2018,11781,2.52
1/16/2018,10765,2.81
1/17/2018,12011,2.75
1/18/2018,12035,2.77
1/19/2018,10469,2.96
1/20/2018,12081,2.48
1/21/2018,11069,2.98
1/22/2018,11045,2.62
1/23/2018,11821,2.91
1/24/2018,11346,2.27
1/25/2018,11961,2.34
1/26/2018,9967,2.26
1/27/2018,12175,2.62
1/28/2018,11229,2.6
1/29/2018,12259,2.67
1/30/2018,10872,2.94
1/31/2018,11938,2.54
2/1/2018,11673,2.96
2/2/2018,9748,2.93
2/3/2018,11194,2.98
2/4/2018,11151,2.99
2/5/2018,12637,2.64
2/6/2018,10762,2.65
2/7/2018,10231,2.87
2/8/2018,10088,2.51
2/9/2018,12284,2.44
2/10/2018,11224,2.14
2/11/2018,11116,2.45
2/12/2018,10974,2.58
2/13/2018,11211,2.93
2/14/2018,10666,2.99
2/15/2018,9968,2.99
2/16/2018,12466,2.42
2/17/2018,12799,2.98
2/18/2018,10620,2.94
2/19/2018,10054,2.97
2/20/2018,10357,2.96
2/21/2018,9974,2.04
2/22/2018,11662,2.11
2/23/2018,11195,2.45
2/24/2018,11485,2.67
2/25/2018,10030,2.3
2/26/2018,10438,2.82
2/27/2018,11544,2.12
2/28/2018,10324,2.67
3/1/2018,10592,2.9
3/2/2018,11248,2.98
3/3/2018,11190,2.35
3/4/2018,10779,2.96
3/5/2018,10242,2.91
3/6/2018,12320,2.19
3/7/2018,10333,2.59
3/8/2018,11181,2.79
3/9/2018,11152,2.6
3/10/2018,11988,2.93
3/11/2018,11510,2.97
3/12/2018,10976,2.97
3/13/2018,10257,2.99
3/14/2018,11818,2.91
3/15/2018,11689,2.61
3/16/2018,9838,2.88
3/17/2018,9932,2.73
3/18/2018,10205,2.96
3/19/2018,8978,2.89
3/20/2018,9029,2.97
3/21/2018,10955,2.94
3/22/2018,13021,2.15
3/23/2018,11403,2.96
3/24/2018,12709,2.96
3/25/2018,10944,2.93
3/26/2018,9976,2.77
3/27/2018,11240,2.77
3/28/2018,10223,2.84
3/29/2018,11823,2.88
3/30/2018,9527,2.79
3/31/2018,11084,2.94
4/1/2018,10468,2.33
4/2/2018,10437,2.75
4/3/2018,11011,2.96
4/4/2018,12085,2.36
4/5/2018,11451,2.97
4/6/2018,10596,2.97
4/7/2018,10154,2.55
4/8/2018,10320,2.43
4/9/2018,9100,2.66
4/10/2018,10397,2.78
4/11/2018,10015,2.97
4/12/2018,12198,2.86
4/13/2018,11478,2.33
4/14/2018,10090,2.41
4/15/2018,10505,2.83
4/16/2018,10141,2.08
4/17/2018,8890,2.64
4/18/2018,10061,2.97
4/19/2018,11865,2.97
4/20/2018,11497,2.97
4/21/2018,10116,2.99
4/22/2018,11609,2.52
4/23/2018,11832,2.98
4/24/2018,11030,2.55
4/25/2018,9748,2.96
4/26/2018,11682,2.48
4/27/2018,12251,2.92
4/28/2018,10080,2.97
4/29/2018,10713,2.88
4/30/2018,10294,2.6
5/1/2018,8954,2.79
5/2/2018,12154,2.75
5/3/2018,11787,2.75
5/4/2018,10680,2.95
5/5/2018,9660,2.83
5/6/2018,11050,2.58
5/7/2018,8963,2.96
5/8/2018,13359,2.66
5/9/2018,12476,2.98
5/10/2018,13006,2.89
5/11/2018,9932,2.98
5/12/2018,11039,2.63
5/13/2018,8314,2.96
5/14/2018,9969,2.99
5/15/2018,9620,2.95
5/16/2018,12308,2.47
5/17/2018,9798,2.53
5/18/2018,10658,2.92
5/19/2018,9312,2.28
5/20/2018,12179,2.86
5/21/2018,10461,2.9
5/22/2018,12117,2.15
5/23/2018,10188,2.83
5/24/2018,11239,2.97
5/25/2018,10516,2.62
5/26/2018,9806,2.17
5/27/2018,10797,2.89
5/28/2018,9624,2.07
5/29/2018,10795,2.96
5/30/2018,10521,2.99
5/31/2018,12461,2.48
6/1/2018,11988,2.93
6/2/2018,11244,2.94
6/3/2018,11735,2.54
6/4/2018,11239,2.91
6/5/2018,9807,2.98
6/6/2018,9050,2.63
6/7/2018,11072,2.96
6/8/2018,11180,2.11
6/9/2018,11164,2.86
6/10/2018,9385,2.71
6/11/2018,11453,2.06
6/12/2018,9364,2.97
6/13/2018,11323,2.66
6/14/2018,10274,2.48
6/15/2018,11090,2.31
6/16/2018,10786,2.94
6/17/2018,10191,2.91
6/18/2018,11275,2.58
6/19/2018,12721,2.74
6/20/2018,9746,2.45
6/21/2018,10653,2.55
6/22/2018,11553,2.98
6/23/2018,10136,2.24
6/24/2018,10752,2.69
6/25/2018,12280,2.95
6/26/2018,11878,2.79
6/27/2018,10425,2.96
6/28/2018,11122,2.06
6/29/2018,11108,2.91
6/30/2018,11218,2.67
7/1/2018,9829,2.79
7/2/2018,11898,2.86
7/3/2018,11935,2.76
7/4/2018,11003,2.53
7/5/2018,9519,2.52
7/6/2018,10194,2.45
7/7/2018,11190,2.16
7/8/2018,13159,2.76
7/9/2018,12565,2.88
7/10/2018,11100,2.94
7/11/2018,9818,2.96
7/12/2018,9433,2.94
7/13/2018,11339,2.99
7/14/2018,11206,2.95
7/15/2018,12332,2.68
7/16/2018,10631,2.77
7/17/2018,11845,2.98
7/18/2018,9595,2.83
7/19/2018,10200,2.69
7/20/2018,10759,2.26
7/21/2018,10796,2.98
7/22/2018,10652,2.95
7/23/2018,11293,2.24
7/24/2018,11404,2.97
7/25/2018,12946,2.81
7/26/2018,12373,2.96
7/27/2018,11291,2.36
7/28/2018,10990,2.25
7/29/2018,10668,2.96
7/30/2018,10328,2.96
7/31/2018,12046,2.68
8/1/2018,12600,2.61
8/2/2018,10066,2.67
8/3/2018,10990,2.51
8/4/2018,11236,2.98
8/5/2018,12736,2.97
8/6/2018,12386,2.97
8/7/2018,11013,2.96
8/8/2018,8667,2.07
8/9/2018,10920,2.95
8/10/2018,11295,2.97
8/11/2018,10536,2.63
8/12/2018,12169,2.96
8/13/2018,11766,2.99
8/14/2018,8515,2.14
8/15/2018,11081,2.6
8/16/2018,8358,2.92
8/17/2018,12854,2.97
8/18/2018,10702,2.88
8/19/2018,11591,2.65
8/20/2018,11917,2.94
8/21/2018,10893,2.79
8/22/2018,10477,2.97
8/23/2018,10801,2.99
8/24/2018,11138,2.97
8/25/2018,11409,2.47
8/26/2018,9491,2.9
8/27/2018,10189,2.98
8/28/2018,11412,2.98
8/29/2018,11335,2.06
8/30/2018,10658,2.41
8/31/2018,12762,2.1
9/1/2018,9757,2.78
9/2/2018,10797,2.55
9/3/2018,10810,2.63
9/4/2018,10682,2.52
9/5/2018,11126,2.59
9/6/2018,11556,2.97
9/7/2018,12431,2.94
9/8/2018,10322,2.94
9/9/2018,10819,2.34
9/10/2018,10862,2.98
9/11/2018,10381,2.88
9/12/2018,9715,2.69
9/13/2018,10953,2.76
9/14/2018,11828,2.54
9/15/2018,9178,2.85
9/16/2018,11959,2.93
9/17/2018,10082,2.85
9/18/2018,9934,2.75
9/19/2018,10262,2.94
9/20/2018,12781,2.87
9/21/2018,9498,2.32
9/22/2018,10518,2.98
9/23/2018,10682,2.75
9/24/2018,12086,2.99
9/25/2018,12209,2.46
9/26/2018,11861,2.94
9/27/2018,9944,2.98
9/28/2018,11382,2.54
9/29/2018,13159,2.99
9/30/2018,12033,2.3
10/1/2018,11088,2.32
10/2/2018,10770,2.37
10/3/2018,9983,2.99
10/4/2018,10801,2.57
10/5/2018,11609,2.74
10/6/2018,13079,2.45
10/7/2018,11262,2.93
10/8/2018,8990,2.49
10/9/2018,10527,2.77
10/10/2018,11760,2.91
10/11/2018,9494,2.98
10/12/2018,11121,2.66
10/13/2018,10124,2.86
10/14/2018,11648,2.13
10/15/2018,10499,2.3
10/16/2018,11896,2.94
10/17/2018,10750,2.99
10/18/2018,10786,2.97
10/19/2018,12284,2.99
10/20/2018,9706,2.99
10/21/2018,11014,2.99
10/22/2018,11908,2.85
10/23/2018,10007,2.61
10/24/2018,8548,2.95
10/25/2018,11624,2.76
10/26/2018,10851,2.78
